position,name,type,varlab
3297,cl_pUrban_12,float,Currently enrolled in primary: Age 12:Urban
3298,cl_pRural_12,float,Currently enrolled in primary: Age 12:Rural
3299,cl_pMale_12,float,Currently enrolled in primary: Age 12:Male
3300,cl_pFemale_12,float,Currently enrolled in primary: Age 12:Female
3301,cl_pQuint1_12,float,Currently enrolled in primary: Age 12:Poorest quintile
3302,cl_pQuint2_12,float,Currently enrolled in primary: Age 12:Quintile 2
3303,cl_pQuint3_12,float,Currently enrolled in primary: Age 12:Quintile 3
3304,cl_pQuint4_12,float,Currently enrolled in primary: Age 12:Quintile 4
3305,cl_pQuint5_12,float,Currently enrolled in primary: Age 12:Richest quintile Male
3306,cl_pQuint1x_12,float,Currently enrolled in primary: Age 12:Poorest quintile
3307,cl_pQuint2x_12,float,Currently enrolled in primary: Age 12:Quintile 2
3308,cl_pQuint3x_12,float,Currently enrolled in primary: Age 12:Quintile 3
3309,cl_pQuint4x_12,float,Currently enrolled in primary: Age 12:Quintile 4
3310,cl_pQuint5x_12,float,Currently enrolled in primary: Age 12:Richest quintile
3311,cl_sAll_12,float,Currently enrolled in secondary: Age 12:All
3312,cl_sUrban_12,float,Currently enrolled in secondary: Age 12:Urban
3313,cl_sRural_12,float,Currently enrolled in secondary: Age 12:Rural
3314,cl_sMale_12,float,Currently enrolled in secondary: Age 12:Male
3315,cl_sFemale_12,float,Currently enrolled in secondary: Age 12:Female
3316,cl_sQuint1_12,float,Currently enrolled in secondary: Age 12:Poorest quintile
3317,cl_sQuint2_12,float,Currently enrolled in secondary: Age 12:Quintile 2
3318,cl_sQuint3_12,float,Currently enrolled in secondary: Age 12:Quintile 3
3319,cl_sQuint4_12,float,Currently enrolled in secondary: Age 12:Quintile 4
3320,cl_sQuint5_12,float,Currently enrolled in secondary: Age 12:Richest quintile Male
3321,cl_sQuint1x_12,float,Currently enrolled in secondary: Age 12:Poorest quintile
3322,cl_sQuint2x_12,float,Currently enrolled in secondary: Age 12:Quintile 2
3323,cl_sQuint3x_12,float,Currently enrolled in secondary: Age 12:Quintile 3
3324,cl_sQuint4x_12,float,Currently enrolled in secondary: Age 12:Quintile 4
3325,cl_sQuint5x_12,float,Currently enrolled in secondary: Age 12:Richest quintile
3326,cl_tAll_12,float,Currently enrolled in teriary: Age 12:All
3327,cl_tUrban_12,float,Currently enrolled in teriary: Age 12:Urban
3328,cl_tRural_12,float,Currently enrolled in teriary: Age 12:Rural
3329,cl_tMale_12,float,Currently enrolled in teriary: Age 12:Male
3330,cl_tFemale_12,float,Currently enrolled in teriary: Age 12:Female
3331,cl_tQuint1_12,float,Currently enrolled in teriary: Age 12:Poorest quintile
3332,cl_tQuint2_12,float,Currently enrolled in teriary: Age 12:Quintile 2
3333,cl_tQuint3_12,float,Currently enrolled in teriary: Age 12:Quintile 3
3334,cl_tQuint4_12,float,Currently enrolled in teriary: Age 12:Quintile 4
3335,cl_tQuint5_12,float,Currently enrolled in teriary: Age 12:Richest quintile Male
3336,cl_tQuint1x_12,float,Currently enrolled in teriary: Age 12:Poorest quintile
3337,cl_tQuint2x_12,float,Currently enrolled in teriary: Age 12:Quintile 2
3338,cl_tQuint3x_12,float,Currently enrolled in teriary: Age 12:Quintile 3
3339,cl_tQuint4x_12,float,Currently enrolled in teriary: Age 12:Quintile 4
3340,cl_tQuint5x_12,float,Currently enrolled in teriary: Age 12:Richest quintile
3341,cl_pMalUrb_12,float,Currently enrolled in primary: Age 12:Male Urban
3342,cl_pFemUrb_12,float,Currently enrolled in primary: Age 12:Female Urban
3343,cl_pMalRur_12,float,Currently enrolled in primary: Age 12:Male Rural
3344,cl_pFemRur_12,float,Currently enrolled in primary: Age 12:Female Rural
3345,cl_pQuint1M_12,float,Currently enrolled in primary: Age 12:Poorest quintile Male
3346,cl_pQuint2M_12,float,Currently enrolled in primary: Age 12:Quintile 2 Male
3347,cl_pQuint3M_12,float,Currently enrolled in primary: Age 12:Quintile 3 Male
3348,cl_pQuint4M_12,float,Currently enrolled in primary: Age 12:Quintile 4 Male
3349,cl_pQuint5M_12,float,Currently enrolled in primary: Age 12:Richest quintile Male
3350,cl_pQuint1F_12,float,Currently enrolled in primary: Age 12:Poorest quintile Female
3351,cl_pQuint2F_12,float,Currently enrolled in primary: Age 12:Quintile 2 Female
3352,cl_pQuint3F_12,float,Currently enrolled in primary: Age 12:Quintile 3 Female
3353,cl_pQuint4F_12,float,Currently enrolled in primary: Age 12:Quintile 4 Female
3354,cl_pQuint5F_12,float,Currently enrolled in primary: Age 12:Richest quintile Female
3355,cl_pQuint1Mx_12,float,Currently enrolled in primary: Age 12:Poorest quintile Male
3356,cl_pQuint2Mx_12,float,Currently enrolled in primary: Age 12:Quintile 2 Male
3357,cl_pQuint3Mx_12,float,Currently enrolled in primary: Age 12:Quintile 3 Male
3358,cl_pQuint4Mx_12,float,Currently enrolled in primary: Age 12:Quintile 4 Male
3359,cl_pQuint5Mx_12,float,Currently enrolled in primary: Age 12:Richest quintile Male
3360,cl_pQuint1Fx_12,float,Currently enrolled in primary: Age 12:Poorest quintile Female
3361,cl_pQuint2Fx_12,float,Currently enrolled in primary: Age 12:Quintile 2 Female
3362,cl_pQuint3Fx_12,float,Currently enrolled in primary: Age 12:Quintile 3 Female
3363,cl_pQuint4Fx_12,float,Currently enrolled in primary: Age 12:Quintile 4 Female
3364,cl_pQuint5Fx_12,float,Currently enrolled in primary: Age 12:Richest quintile Female
3365,cl_sMalUrb_12,float,Currently enrolled in secondary: Age 12:Male Urban
3366,cl_sFemUrb_12,float,Currently enrolled in secondary: Age 12:Female Urban
3367,cl_sMalRur_12,float,Currently enrolled in secondary: Age 12:Male Rural
3368,cl_sFemRur_12,float,Currently enrolled in secondary: Age 12:Female Rural
3369,cl_sQuint1M_12,float,Currently enrolled in secondary: Age 12:Poorest quintile Male
3370,cl_sQuint2M_12,float,Currently enrolled in secondary: Age 12:Quintile 2 Male
3371,cl_sQuint3M_12,float,Currently enrolled in secondary: Age 12:Quintile 3 Male
3372,cl_sQuint4M_12,float,Currently enrolled in secondary: Age 12:Quintile 4 Male
3373,cl_sQuint5M_12,float,Currently enrolled in secondary: Age 12:Richest quintile Male
3374,cl_sQuint1F_12,float,Currently enrolled in secondary: Age 12:Poorest quintile Female
3375,cl_sQuint2F_12,float,Currently enrolled in secondary: Age 12:Quintile 2 Female
3376,cl_sQuint3F_12,float,Currently enrolled in secondary: Age 12:Quintile 3 Female
3377,cl_sQuint4F_12,float,Currently enrolled in secondary: Age 12:Quintile 4 Female
3378,cl_sQuint5F_12,float,Currently enrolled in secondary: Age 12:Richest quintile Female
3379,cl_sQuint1Mx_12,float,Currently enrolled in secondary: Age 12:Poorest quintile Male
3380,cl_sQuint2Mx_12,float,Currently enrolled in secondary: Age 12:Quintile 2 Male
3381,cl_sQuint3Mx_12,float,Currently enrolled in secondary: Age 12:Quintile 3 Male
3382,cl_sQuint4Mx_12,float,Currently enrolled in secondary: Age 12:Quintile 4 Male
3383,cl_sQuint5Mx_12,float,Currently enrolled in secondary: Age 12:Richest quintile Male
3384,cl_sQuint1Fx_12,float,Currently enrolled in secondary: Age 12:Poorest quintile Female
3385,cl_sQuint2Fx_12,float,Currently enrolled in secondary: Age 12:Quintile 2 Female
3386,cl_sQuint3Fx_12,float,Currently enrolled in secondary: Age 12:Quintile 3 Female
3387,cl_sQuint4Fx_12,float,Currently enrolled in secondary: Age 12:Quintile 4 Female
3388,cl_sQuint5Fx_12,float,Currently enrolled in secondary: Age 12:Richest quintile Female
3389,cl_tMalUrb_12,float,Currently enrolled in teriary: Age 12:Male Urban
3390,cl_tFemUrb_12,float,Currently enrolled in teriary: Age 12:Female Urban
3391,cl_tMalRur_12,float,Currently enrolled in teriary: Age 12:Male Rural
3392,cl_tFemRur_12,float,Currently enrolled in teriary: Age 12:Female Rural
3393,cl_tQuint1M_12,float,Currently enrolled in teriary: Age 12:Poorest quintile Male
3394,cl_tQuint2M_12,float,Currently enrolled in teriary: Age 12:Quintile 2 Male
3395,cl_tQuint3M_12,float,Currently enrolled in teriary: Age 12:Quintile 3 Male
3396,cl_tQuint4M_12,float,Currently enrolled in teriary: Age 12:Quintile 4 Male
3397,cl_tQuint5M_12,float,Currently enrolled in teriary: Age 12:Richest quintile Male
3398,cl_tQuint1F_12,float,Currently enrolled in teriary: Age 12:Poorest quintile Female
3399,cl_tQuint2F_12,float,Currently enrolled in teriary: Age 12:Quintile 2 Female
3400,cl_tQuint3F_12,float,Currently enrolled in teriary: Age 12:Quintile 3 Female
3401,cl_tQuint4F_12,float,Currently enrolled in teriary: Age 12:Quintile 4 Female
3402,cl_tQuint5F_12,float,Currently enrolled in teriary: Age 12:Richest quintile Female
3403,cl_tQuint1Mx_12,float,Currently enrolled in teriary: Age 12:Poorest quintile Male
3404,cl_tQuint2Mx_12,float,Currently enrolled in teriary: Age 12:Quintile 2 Male
3405,cl_tQuint3Mx_12,float,Currently enrolled in teriary: Age 12:Quintile 3 Male
3406,cl_tQuint4Mx_12,float,Currently enrolled in teriary: Age 12:Quintile 4 Male
3407,cl_tQuint5Mx_12,float,Currently enrolled in teriary: Age 12:Richest quintile Male
3408,cl_tQuint1Fx_12,float,Currently enrolled in teriary: Age 12:Poorest quintile Female
3409,cl_tQuint2Fx_12,float,Currently enrolled in teriary: Age 12:Quintile 2 Female
3410,cl_tQuint3Fx_12,float,Currently enrolled in teriary: Age 12:Quintile 3 Female
3411,cl_tQuint4Fx_12,float,Currently enrolled in teriary: Age 12:Quintile 4 Female
3412,cl_tQuint5Fx_12,float,Currently enrolled in teriary: Age 12:Richest quintile Female
3413,cl_pAll_13,float,Currently enrolled in primary: Age 13:All
3414,cl_pUrban_13,float,Currently enrolled in primary: Age 13:Urban
3415,cl_pRural_13,float,Currently enrolled in primary: Age 13:Rural
3416,cl_pMale_13,float,Currently enrolled in primary: Age 13:Male
3417,cl_pFemale_13,float,Currently enrolled in primary: Age 13:Female
3418,cl_pQuint1_13,float,Currently enrolled in primary: Age 13:Poorest quintile
3419,cl_pQuint2_13,float,Currently enrolled in primary: Age 13:Quintile 2
3420,cl_pQuint3_13,float,Currently enrolled in primary: Age 13:Quintile 3
3421,cl_pQuint4_13,float,Currently enrolled in primary: Age 13:Quintile 4
3422,cl_pQuint5_13,float,Currently enrolled in primary: Age 13:Richest quintile Male
3423,cl_pQuint1x_13,float,Currently enrolled in primary: Age 13:Poorest quintile
3424,cl_pQuint2x_13,float,Currently enrolled in primary: Age 13:Quintile 2
3425,cl_pQuint3x_13,float,Currently enrolled in primary: Age 13:Quintile 3
3426,cl_pQuint4x_13,float,Currently enrolled in primary: Age 13:Quintile 4
3427,cl_pQuint5x_13,float,Currently enrolled in primary: Age 13:Richest quintile
3428,cl_sAll_13,float,Currently enrolled in secondary: Age 13:All
3429,cl_sUrban_13,float,Currently enrolled in secondary: Age 13:Urban
3430,cl_sRural_13,float,Currently enrolled in secondary: Age 13:Rural
3431,cl_sMale_13,float,Currently enrolled in secondary: Age 13:Male
3432,cl_sFemale_13,float,Currently enrolled in secondary: Age 13:Female
3433,cl_sQuint1_13,float,Currently enrolled in secondary: Age 13:Poorest quintile
3434,cl_sQuint2_13,float,Currently enrolled in secondary: Age 13:Quintile 2
3435,cl_sQuint3_13,float,Currently enrolled in secondary: Age 13:Quintile 3
3436,cl_sQuint4_13,float,Currently enrolled in secondary: Age 13:Quintile 4
3437,cl_sQuint5_13,float,Currently enrolled in secondary: Age 13:Richest quintile Male
3438,cl_sQuint1x_13,float,Currently enrolled in secondary: Age 13:Poorest quintile
3439,cl_sQuint2x_13,float,Currently enrolled in secondary: Age 13:Quintile 2
3440,cl_sQuint3x_13,float,Currently enrolled in secondary: Age 13:Quintile 3
3441,cl_sQuint4x_13,float,Currently enrolled in secondary: Age 13:Quintile 4
3442,cl_sQuint5x_13,float,Currently enrolled in secondary: Age 13:Richest quintile
3443,cl_tAll_13,float,Currently enrolled in teriary: Age 13:All
3444,cl_tUrban_13,float,Currently enrolled in teriary: Age 13:Urban
3445,cl_tRural_13,float,Currently enrolled in teriary: Age 13:Rural
3446,cl_tMale_13,float,Currently enrolled in teriary: Age 13:Male
3447,cl_tFemale_13,float,Currently enrolled in teriary: Age 13:Female
3448,cl_tQuint1_13,float,Currently enrolled in teriary: Age 13:Poorest quintile
3449,cl_tQuint2_13,float,Currently enrolled in teriary: Age 13:Quintile 2
3450,cl_tQuint3_13,float,Currently enrolled in teriary: Age 13:Quintile 3
3451,cl_tQuint4_13,float,Currently enrolled in teriary: Age 13:Quintile 4
3452,cl_tQuint5_13,float,Currently enrolled in teriary: Age 13:Richest quintile Male
3453,cl_tQuint1x_13,float,Currently enrolled in teriary: Age 13:Poorest quintile
3454,cl_tQuint2x_13,float,Currently enrolled in teriary: Age 13:Quintile 2
3455,cl_tQuint3x_13,float,Currently enrolled in teriary: Age 13:Quintile 3
3456,cl_tQuint4x_13,float,Currently enrolled in teriary: Age 13:Quintile 4
3457,cl_tQuint5x_13,float,Currently enrolled in teriary: Age 13:Richest quintile
3458,cl_pMalUrb_13,float,Currently enrolled in primary: Age 13:Male Urban
3459,cl_pFemUrb_13,float,Currently enrolled in primary: Age 13:Female Urban
3460,cl_pMalRur_13,float,Currently enrolled in primary: Age 13:Male Rural
3461,cl_pFemRur_13,float,Currently enrolled in primary: Age 13:Female Rural
3462,cl_pQuint1M_13,float,Currently enrolled in primary: Age 13:Poorest quintile Male
3463,cl_pQuint2M_13,float,Currently enrolled in primary: Age 13:Quintile 2 Male
3464,cl_pQuint3M_13,float,Currently enrolled in primary: Age 13:Quintile 3 Male
3465,cl_pQuint4M_13,float,Currently enrolled in primary: Age 13:Quintile 4 Male
3466,cl_pQuint5M_13,float,Currently enrolled in primary: Age 13:Richest quintile Male
3467,cl_pQuint1F_13,float,Currently enrolled in primary: Age 13:Poorest quintile Female
3468,cl_pQuint2F_13,float,Currently enrolled in primary: Age 13:Quintile 2 Female
3469,cl_pQuint3F_13,float,Currently enrolled in primary: Age 13:Quintile 3 Female
3470,cl_pQuint4F_13,float,Currently enrolled in primary: Age 13:Quintile 4 Female
3471,cl_pQuint5F_13,float,Currently enrolled in primary: Age 13:Richest quintile Female
3472,cl_pQuint1Mx_13,float,Currently enrolled in primary: Age 13:Poorest quintile Male
3473,cl_pQuint2Mx_13,float,Currently enrolled in primary: Age 13:Quintile 2 Male
3474,cl_pQuint3Mx_13,float,Currently enrolled in primary: Age 13:Quintile 3 Male
3475,cl_pQuint4Mx_13,float,Currently enrolled in primary: Age 13:Quintile 4 Male
3476,cl_pQuint5Mx_13,float,Currently enrolled in primary: Age 13:Richest quintile Male
3477,cl_pQuint1Fx_13,float,Currently enrolled in primary: Age 13:Poorest quintile Female
3478,cl_pQuint2Fx_13,float,Currently enrolled in primary: Age 13:Quintile 2 Female
3479,cl_pQuint3Fx_13,float,Currently enrolled in primary: Age 13:Quintile 3 Female
3480,cl_pQuint4Fx_13,float,Currently enrolled in primary: Age 13:Quintile 4 Female
3481,cl_pQuint5Fx_13,float,Currently enrolled in primary: Age 13:Richest quintile Female
3482,cl_sMalUrb_13,float,Currently enrolled in secondary: Age 13:Male Urban
3483,cl_sFemUrb_13,float,Currently enrolled in secondary: Age 13:Female Urban
3484,cl_sMalRur_13,float,Currently enrolled in secondary: Age 13:Male Rural
3485,cl_sFemRur_13,float,Currently enrolled in secondary: Age 13:Female Rural
3486,cl_sQuint1M_13,float,Currently enrolled in secondary: Age 13:Poorest quintile Male
3487,cl_sQuint2M_13,float,Currently enrolled in secondary: Age 13:Quintile 2 Male
3488,cl_sQuint3M_13,float,Currently enrolled in secondary: Age 13:Quintile 3 Male
3489,cl_sQuint4M_13,float,Currently enrolled in secondary: Age 13:Quintile 4 Male
3490,cl_sQuint5M_13,float,Currently enrolled in secondary: Age 13:Richest quintile Male
3491,cl_sQuint1F_13,float,Currently enrolled in secondary: Age 13:Poorest quintile Female
3492,cl_sQuint2F_13,float,Currently enrolled in secondary: Age 13:Quintile 2 Female
3493,cl_sQuint3F_13,float,Currently enrolled in secondary: Age 13:Quintile 3 Female
3494,cl_sQuint4F_13,float,Currently enrolled in secondary: Age 13:Quintile 4 Female
3495,cl_sQuint5F_13,float,Currently enrolled in secondary: Age 13:Richest quintile Female
3496,cl_sQuint1Mx_13,float,Currently enrolled in secondary: Age 13:Poorest quintile Male
3497,cl_sQuint2Mx_13,float,Currently enrolled in secondary: Age 13:Quintile 2 Male
3498,cl_sQuint3Mx_13,float,Currently enrolled in secondary: Age 13:Quintile 3 Male
3499,cl_sQuint4Mx_13,float,Currently enrolled in secondary: Age 13:Quintile 4 Male
3500,cl_sQuint5Mx_13,float,Currently enrolled in secondary: Age 13:Richest quintile Male
3501,cl_sQuint1Fx_13,float,Currently enrolled in secondary: Age 13:Poorest quintile Female
3502,cl_sQuint2Fx_13,float,Currently enrolled in secondary: Age 13:Quintile 2 Female
3503,cl_sQuint3Fx_13,float,Currently enrolled in secondary: Age 13:Quintile 3 Female
3504,cl_sQuint4Fx_13,float,Currently enrolled in secondary: Age 13:Quintile 4 Female
3505,cl_sQuint5Fx_13,float,Currently enrolled in secondary: Age 13:Richest quintile Female
3506,cl_tMalUrb_13,float,Currently enrolled in teriary: Age 13:Male Urban
3507,cl_tFemUrb_13,float,Currently enrolled in teriary: Age 13:Female Urban
3508,cl_tMalRur_13,float,Currently enrolled in teriary: Age 13:Male Rural
3509,cl_tFemRur_13,float,Currently enrolled in teriary: Age 13:Female Rural
3510,cl_tQuint1M_13,float,Currently enrolled in teriary: Age 13:Poorest quintile Male
3511,cl_tQuint2M_13,float,Currently enrolled in teriary: Age 13:Quintile 2 Male
3512,cl_tQuint3M_13,float,Currently enrolled in teriary: Age 13:Quintile 3 Male
3513,cl_tQuint4M_13,float,Currently enrolled in teriary: Age 13:Quintile 4 Male
3514,cl_tQuint5M_13,float,Currently enrolled in teriary: Age 13:Richest quintile Male
3515,cl_tQuint1F_13,float,Currently enrolled in teriary: Age 13:Poorest quintile Female
3516,cl_tQuint2F_13,float,Currently enrolled in teriary: Age 13:Quintile 2 Female
3517,cl_tQuint3F_13,float,Currently enrolled in teriary: Age 13:Quintile 3 Female
3518,cl_tQuint4F_13,float,Currently enrolled in teriary: Age 13:Quintile 4 Female
3519,cl_tQuint5F_13,float,Currently enrolled in teriary: Age 13:Richest quintile Female
3520,cl_tQuint1Mx_13,float,Currently enrolled in teriary: Age 13:Poorest quintile Male
3521,cl_tQuint2Mx_13,float,Currently enrolled in teriary: Age 13:Quintile 2 Male
